label,idstudy,pubyear,reviewed,dollaryear,emissionyear,tolweight,scc,sccmean,sccbg,sccmed,stdev,stdlow,stdup,iie,mmi,dim,sce,fund,dicerice,page,cdr,prtp,rra,growth,ies,eweight,climatesens,hope,nordhaus,tol,pigou,dataset,citations,sjr,perstudy
Nordhaus (1982),1,1982,1,1980,1980,0.5,1984.9986943646254,0.0,1.0,0,,,,1,0,0,0,0,0,0,,1.0,,4.0,,0.0,,0,1,0,0.0,0,132,6.46,2
Nordhaus (1982),1,1982,1,1980,1980,0.5,283.5712420520893,0.0,1.0,0,,,,1,0,0,0,0,0,0,,1.0,,1.0,,0.0,,0,1,0,0.0,0,132,6.46,2
Ayres & Walter (1991),2,1991,1,1989,1990,1.0,450.79559708797814,0.0,1.0,0,,,,1,0,0,0,0,0,0,3.0,1.0,,0.0,,0.0,,0,0,0,0.0,0,220,1.65,1
Nordhaus (1991),3,1991,1,1989,1990,0.0625,914.6295899071162,0.0,1.0,0,,,,1,0,0,0,0,1,0,1.0,0.0,1.0,1.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.125,457.3147949535581,0.0,1.0,0,,,,1,0,0,0,0,1,0,1.0,0.0,1.0,1.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.0625,114.29402215399814,0.0,1.0,0,,,,1,0,0,0,0,1,0,1.0,0.0,1.0,1.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.125,203.20478453350398,0.0,1.0,0,,,,1,0,0,0,0,1,0,3.0,1.0,1.0,2.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.25,101.67174543553476,0.0,1.0,0,,,,1,0,0,0,0,1,0,3.0,1.0,1.0,2.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.125,25.38325977449231,0.0,1.0,0,,,,1,0,0,0,0,1,0,3.0,1.0,1.0,2.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.0625,33.84434636598974,0.0,1.0,0,,,,1,0,0,0,0,1,0,7.0,4.0,1.0,3.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.125,16.92217318299487,0.0,1.0,0,,,,1,0,0,0,0,1,0,7.0,4.0,1.0,3.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Nordhaus (1991),3,1991,1,1989,1990,0.0625,4.299896464531484,0.0,1.0,0,,,,1,0,0,0,0,1,0,7.0,4.0,1.0,3.0,,0.0,,0,1,0,0.0,0,1166,3.46,9
Cline (1992),4,1992,0,1989,1990,1.0,245.51021749099118,0.0,1.0,0,111.78469841076718,114.06601878649712,114.06601878649708,1,1,0,1,0,0,0,1.5,0.0,1.5,1.0,,0.0,,0,0,0,0.0,0,39,0.0,1
Haraden (1992),5,1992,1,1984,1987,1.0,72.59117994842812,0.0,1.0,0,,,,1,0,0,0,0,0,0,4.0,2.0,1.0,2.0,,0.0,,0,0,0,0.0,0,12,1.85,1
Hohmeyer & Gaertner (1992),6,1992,0,1990,1990,1.0,6383.0400952804375,0.0,1.0,0,,,,1,0,0,1,0,0,0,0.0,2.0,,,,0.0,,0,0,0,0.0,0,37,0.0,1
Penner et al. (1992),7,1992,1,1989,1989,0.25,65.02309161369087,0.0,1.0,0,,,,0,0,0,0,0,1,0,4.0,2.0,,,,0.0,,0,0,0,0.0,0,7,1.85,1
Haraden (1993),8,1993,1,1989,1989,0.25,7.216119945130661,0.0,1.0,0,,,,0,0,0,0,0,0,0,4.0,2.0,1.25,1.6,,0.0,,0,0,0,0.0,0,9,1.85,3
Haraden (1993),8,1993,1,1989,1989,0.5,11.623804019723982,0.0,1.0,0,,,,0,0,0,0,0,0,0,4.0,2.0,0.8695652173913044,2.3,,0.0,,0,0,0,0.0,0,9,1.85,3
Haraden (1993),8,1993,1,1989,1989,0.25,34.24731519905254,0.0,1.0,0,,,,0,0,0,0,0,0,0,4.0,2.0,0.5,4.0,,0.0,,0,0,0,0.0,0,9,1.85,3
Nordhaus (1993),9,1993,1,1989,1990,1.0,18.914500577117963,0.0,1.0,0,,,,0,1,0,1,0,1,0,5.0,3.0,,,,0.0,,0,1,0,1.0,0,386,1.13,1
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.02525636689886334,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.15153820139318003,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.03788455034829501,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.22730730208977004,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.07576910069659001,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.4546146041795401,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.13891001794374835,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.8334601076624901,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.3409609531346551,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,2.0457657188079303,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.05051273379772668,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.30307640278636006,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.07576910069659001,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.4546146041795401,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.13891001794374835,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.8334601076624901,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.2651918524380651,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,1.5911511146283903,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,0.6945500897187418,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,4.167300538312451,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.06314091724715835,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.37884550348295004,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,0.08839728414602169,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,0.5303837048761302,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,0.17679456829204337,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,1.0607674097522604,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.32833276968522335,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,1.9699966181113404,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.8713446580107852,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,5.2280679480647105,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,0.2651918524380651,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,1.5911511146283903,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,0.39147368693238177,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,2.34884212159429,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,0.7829473738647635,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.03571428571428571,4.69768424318858,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,1.490125647032937,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,8.94075388219762,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,3.902108685874386,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,23.412652115246317,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,1.1617928773477137,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,6.970757264086282,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,1.7679456829204339,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,10.607674097522601,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,3.485378632043141,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,20.912271792258842,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,7.0970390985805984,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,39.85454696640635,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,17.32586769262025,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,103.9552061557215,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,115.92672406578272,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,695.812908063685,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,174.26893160215704,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,1045.3610259439536,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,348.2852995353254,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.017857142857142856,2089.33295170847,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,664.1161676056115,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,3984.318160130186,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,1732.8393329310138,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Parry (1993),10,1993,1,1991,1990,0.008928571428571428,10396.657152082598,0.0,1.0,0,,,,0,1,0,0,0,1,0,,0.0,,,,0.0,,0,0,0,0.0,0,23,1.13,60
Peck & Teisberg (1993),11,1993,1,1989,2030,0.5,11.105528860183005,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.210052915198954,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.543218781004448,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,25.431661089819084,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.210052915198954,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.543218781004448,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,3.775879812462222,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,6.108040873100654,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,13.326634632219609,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,11.882915880395815,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,21.211560122949543,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,21.32261541155137,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,19.323620216718428,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,25.320605801217255,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.210052915198954,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.765329358208103,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.765329358208103,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,24.87638464680993,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,63.96784623465412,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,43.97789428632471,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,36.09296879559477,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,57.637694784349804,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,27.541711573253856,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,27.874877439059347,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,31.42864667431791,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,13.992966363830588,0.0,1.0,0,,,,0,1,0,1,0,0,0,,,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Peck & Teisberg (1993),11,1993,1,1989,2030,0.019230769230769232,49.863824582221696,0.0,1.0,0,,,,0,1,0,1,0,0,0,,,,,,0.0,,0,0,0,1.0,0,198,1.13,27
Reilly & Richards (1993),12,1993,1,1990,1990,0.2,51.322406156611436,0.0,1.0,0,,,,0,1,0,0,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.2,76.32562966880676,0.0,1.0,0,,,,0,1,0,0,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,184.23427851091284,0.0,1.0,0,,,,0,1,0,0,0,0,0,2.0,0.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,157.91509586649673,0.0,1.0,0,,,,0,1,0,0,0,0,0,2.0,0.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,28.95110090885774,0.0,1.0,0,,,,0,1,0,0,0,0,0,8.0,6.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,50.00644702439063,0.0,1.0,0,,,,0,1,0,0,0,0,0,8.0,6.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,67.1139157432611,0.0,1.0,0,,,,0,1,0,0,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Reilly & Richards (1993),12,1993,1,1990,1990,0.1,80.27350706546916,0.0,1.0,0,,,,0,1,0,0,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,115,1.65,8
Azar (1994),13,1994,1,1990,1990,0.25,179.44897257556445,0.0,1.0,0,,,,0,0,0,0,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,14,1.85,3
Azar (1994),13,1994,1,1990,1990,0.5,717.7958903022578,0.0,1.0,0,,,,0,0,0,0,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,14,1.85,3
Azar (1994),13,1994,1,1990,1990,0.25,1794.4897257556447,0.0,1.0,0,,,,0,0,0,0,0,0,0,,0.0,,,,0.0,,0,0,0,0.0,0,14,1.85,3
Fankhauser (1994),14,1994,1,1988,2015,1.0,46.634123415046496,1.0,0.0,0,32.25680473372781,15.987337623130403,29.247423534079736,1,1,0,1,0,0,0,,,1.0,,,0.0,6.0,0,0,0,0.0,0,296,1.85,1
Nordhaus (1994),15,1994,0,1989,2005,1.0,17.20086390660799,0.0,1.0,0,,,,1,1,0,1,0,1,0,5.0,3.0,,,,0.0,,0,1,0,1.0,0,1733,0.0,1
Maddison (1995),16,1995,1,1990,2010,1.0,43.033787516004104,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,2.841459476913143,,0.0,1.2,0,0,0,1.0,0,97,1.6,1
Schauer (1995),17,1995,1,1990,1990,0.5,6.327370773014403,0.0,0.0,1,75.9428051939789,75.9428051939789,75.9428051939789,1,1,0,1,0,0,0,4.91,2.3000000000000003,,,,0.0,,0,0,0,0.0,0,15,1.65,2
Schauer (1995),17,1995,1,1990,1990,0.5,192.08218024488423,0.0,0.0,1,537.6291218363912,537.6291218363912,537.6291218363912,1,1,0,1,0,0,0,4.91,2.3000000000000003,,,,0.0,,0,0,0,0.0,0,15,1.65,2
Azar & Sterner (1996),18,1996,1,1990,1990,0.044444444444444446,305.0632533784596,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.0,0.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.08888888888888889,717.7958903022578,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.0,0.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.03333333333333333,269.1734588633467,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.1,0.1,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.06666666666666667,502.4571232115805,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.1,0.1,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.022222222222222223,114.84734244836126,0.0,1.0,0,,,,0,1,0,1,0,0,0,3.0,1.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.044444444444444446,118.43632189987254,0.0,1.0,0,,,,0,1,0,1,0,0,0,3.0,1.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.011111111111111112,46.65673286964677,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.022222222222222223,46.65673286964677,0.0,1.0,0,,,,0,1,0,1,0,0,0,5.0,3.0,,,,0.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.08888888888888889,933.1346573929353,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.0,0.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.17777777777777778,2117.4978763916606,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.0,0.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.06666666666666667,825.4652738475966,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.1,0.1,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.13333333333333333,1471.4815751196288,0.0,1.0,0,,,,0,1,0,1,0,0,0,2.1,0.1,,,,1.0,,0,0,0,0.0,0,297,1.93,16
Azar & Sterner (1996),18,1996,1,1990,1990,0.044444444444444446,340.9530478935725,0.0,1.0,0,,,,0,1,0,1,0,0,0,3.0,1.0,,,,1.0,,0,0,0,0.0,0,297,1.93,16
