idstudy,study,idauthor,horizon,yearpub,focus,ref,Type,Title,Outlet,citations,recursiveIF,ISI impact factor 2008,CB,ministry,ECB,IMF_BIS_OECD,Academia,idest,freq,syear,start year,sdate,eyear,end year,edate,single,native,nobs,country,idcountry,CPI,GDP deflator,GDPpc (PWC rgpch),openness (PWT openk),GDP growth (PWT grgdpch),"inflation (IFS) - inflation quarterly data CPI change over previous period, for germany yearly data from WEO used",inflation volatility (variance of HP on inflation),domestic credit to private sector (% of GDP),political independence,economic independence,overall independence,levels,diff,nlnd,ci_cl,ci_boot,ci_bay,ci_mc,meth_cl,meth_ml,meth_bay,var,favar,globalvar,panelvar,tvpvar,vecm,ir_chol,ir_svar,ir_gen,ir_sign,ir_oth,foreign,blockres,tot_variab,end_variab,seasonal,trend,lags,p_inf,p_level,ea_gdp,ea_gap,ea_ip,ea_oth,money,eer,log,hp,interp,com,lag_sel,shock,idcoeff,figure,page,peak_res,peak_up,peak_low,mon_peak,no_peak,bot_res,bot_up,bot_low,mon_bot,no_bot,m3_res,m3_up,m3_low,m6_res,m6_up,m6_low,m12_res,m12_up,m12_low,m18_res,m18_up,m18_low,m36_res,m36_up,m36_low,ci_band,ci_se,scale,con,M3R,M3P,SE3,band3 u,band3 l,M6R,M6P,SE6,band6 u,band6 l,M12R,M12P,SE12,band12 u,band12 l,M18R,M18P,SE18,band18 u,band18 l,M36R,M36P,SE36,band36 u,band36 l,MBR,MBP,SEB,bandB u,bandB l,MPR,MPP,SEP,bandP u,bandP l
1,Andries (2008),1,3,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,1,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,0,1.0,0,1,1,0,0,0,0,1,1.0,0,0,1,1,252.5,1,1,254,0.018571428571428572,0.06571428571428571,-0.03,23,1,-0.2714285714285714,-0.13,-0.4114285714285714,5,0,-0.24428571428571427,-0.12,-0.37142857142857144,-0.25857142857142856,-0.11571428571428571,-0.4014285714285714,-0.1,0.02857142857142857,-0.22714285714285715,0.005714285714285714,0.09,-0.07857142857142857,.,.,.,,2.0,1,2.0,-0.0009674681753889674,2031.609195402299,0.0004922206506364922,0.0004922206506364922,0.0005035360678925036,-0.001024045261669024,1767.5,0.0005657708628005657,0.0005657708628005657,0.0005657708628005657,-0.00039603960396039607,1963.8888888888887,0.0005091937765205093,0.0005091937765205093,0.0005035360678925035,2.263083451202263e-05,2995.762711864407,0.0003338048090523338,0.0003338048090523338,0.0003338048090523338,,,,,,-0.001074964639321075,1785.3535353535356,0.00056011315417256,0.00056011315417256,0.0005544554455445545,7.355021216407355e-05,5198.529411764706,0.00019236209335219236,0.0001867043847241867,0.00019236209335219236
1,Andries (2008),1,3,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,2,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,5,0,0,1.0,0,1,1,0,0,0,1,1,1.0,0,0,1,1,252.5,2,2,255,.,.,.,.,1,-0.26481481481481484,-0.11666666666666667,-0.4148148148148148,5,0,-0.24259259259259258,-0.10925925925925926,-0.37777777777777777,-0.2537037037037037,-0.1,-0.40370370370370373,-0.0962962962962963,0.037037037037037035,-0.22962962962962963,-0.007407407407407408,0.07592592592592592,-0.09259259259259259,.,.,.,,2.0,1,2.0,-0.0009607627429409607,1893.7500000000005,0.0005280528052805279,0.0005280528052805279,0.0005353868720205354,-0.0010047671433810047,1642.7710843373493,0.0006087275394206088,0.0006087275394206088,0.0005940594059405942,-0.00038137147048038136,1893.7500000000002,0.000528052805280528,0.000528052805280528,0.000528052805280528,-2.9336266960029337e-05,3030.0,0.00033003300330033004,0.00033003300330033004,0.00033736707004033734,,,,,,-0.001048771543821049,1704.3749999999995,0.0005867253392005869,0.0005867253392005869,0.0005940594059405939,,,,,
1,Andries (2008),1,6,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,1,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,0,1.0,0,1,1,0,0,0,0,1,1.0,0,0,1,1,252.5,1,1,254,0.018571428571428572,0.06571428571428571,-0.03,23,1,-0.2714285714285714,-0.13,-0.4114285714285714,5,0,-0.24428571428571427,-0.12,-0.37142857142857144,-0.25857142857142856,-0.11571428571428571,-0.4014285714285714,-0.1,0.02857142857142857,-0.22714285714285715,0.005714285714285714,0.09,-0.07857142857142857,.,.,.,,2.0,1,2.0,-0.0009674681753889674,2031.609195402299,0.0004922206506364922,0.0004922206506364922,0.0005035360678925036,-0.001024045261669024,1767.5,0.0005657708628005657,0.0005657708628005657,0.0005657708628005657,-0.00039603960396039607,1963.8888888888887,0.0005091937765205093,0.0005091937765205093,0.0005035360678925035,2.263083451202263e-05,2995.762711864407,0.0003338048090523338,0.0003338048090523338,0.0003338048090523338,,,,,,-0.001074964639321075,1785.3535353535356,0.00056011315417256,0.00056011315417256,0.0005544554455445545,7.355021216407355e-05,5198.529411764706,0.00019236209335219236,0.0001867043847241867,0.00019236209335219236
1,Andries (2008),1,6,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,2,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,5,0,0,1.0,0,1,1,0,0,0,1,1,1.0,0,0,1,1,252.5,2,2,255,.,.,.,.,1,-0.26481481481481484,-0.11666666666666667,-0.4148148148148148,5,0,-0.24259259259259258,-0.10925925925925926,-0.37777777777777777,-0.2537037037037037,-0.1,-0.40370370370370373,-0.0962962962962963,0.037037037037037035,-0.22962962962962963,-0.007407407407407408,0.07592592592592592,-0.09259259259259259,.,.,.,,2.0,1,2.0,-0.0009607627429409607,1893.7500000000005,0.0005280528052805279,0.0005280528052805279,0.0005353868720205354,-0.0010047671433810047,1642.7710843373493,0.0006087275394206088,0.0006087275394206088,0.0005940594059405942,-0.00038137147048038136,1893.7500000000002,0.000528052805280528,0.000528052805280528,0.000528052805280528,-2.9336266960029337e-05,3030.0,0.00033003300330033004,0.00033003300330033004,0.00033736707004033734,,,,,,-0.001048771543821049,1704.3749999999995,0.0005867253392005869,0.0005867253392005869,0.0005940594059405939,,,,,
1,Andries (2008),1,12,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,1,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,0,1.0,0,1,1,0,0,0,0,1,1.0,0,0,1,1,252.5,1,1,254,0.018571428571428572,0.06571428571428571,-0.03,23,1,-0.2714285714285714,-0.13,-0.4114285714285714,5,0,-0.24428571428571427,-0.12,-0.37142857142857144,-0.25857142857142856,-0.11571428571428571,-0.4014285714285714,-0.1,0.02857142857142857,-0.22714285714285715,0.005714285714285714,0.09,-0.07857142857142857,.,.,.,,2.0,1,2.0,-0.0009674681753889674,2031.609195402299,0.0004922206506364922,0.0004922206506364922,0.0005035360678925036,-0.001024045261669024,1767.5,0.0005657708628005657,0.0005657708628005657,0.0005657708628005657,-0.00039603960396039607,1963.8888888888887,0.0005091937765205093,0.0005091937765205093,0.0005035360678925035,2.263083451202263e-05,2995.762711864407,0.0003338048090523338,0.0003338048090523338,0.0003338048090523338,,,,,,-0.001074964639321075,1785.3535353535356,0.00056011315417256,0.00056011315417256,0.0005544554455445545,7.355021216407355e-05,5198.529411764706,0.00019236209335219236,0.0001867043847241867,0.00019236209335219236
1,Andries (2008),1,12,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,2,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,5,0,0,1.0,0,1,1,0,0,0,1,1,1.0,0,0,1,1,252.5,2,2,255,.,.,.,.,1,-0.26481481481481484,-0.11666666666666667,-0.4148148148148148,5,0,-0.24259259259259258,-0.10925925925925926,-0.37777777777777777,-0.2537037037037037,-0.1,-0.40370370370370373,-0.0962962962962963,0.037037037037037035,-0.22962962962962963,-0.007407407407407408,0.07592592592592592,-0.09259259259259259,.,.,.,,2.0,1,2.0,-0.0009607627429409607,1893.7500000000005,0.0005280528052805279,0.0005280528052805279,0.0005353868720205354,-0.0010047671433810047,1642.7710843373493,0.0006087275394206088,0.0006087275394206088,0.0005940594059405942,-0.00038137147048038136,1893.7500000000002,0.000528052805280528,0.000528052805280528,0.000528052805280528,-2.9336266960029337e-05,3030.0,0.00033003300330033004,0.00033003300330033004,0.00033736707004033734,,,,,,-0.001048771543821049,1704.3749999999995,0.0005867253392005869,0.0005867253392005869,0.0005940594059405939,,,,,
1,Andries (2008),1,18,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,1,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,0,1.0,0,1,1,0,0,0,0,1,1.0,0,0,1,1,252.5,1,1,254,0.018571428571428572,0.06571428571428571,-0.03,23,1,-0.2714285714285714,-0.13,-0.4114285714285714,5,0,-0.24428571428571427,-0.12,-0.37142857142857144,-0.25857142857142856,-0.11571428571428571,-0.4014285714285714,-0.1,0.02857142857142857,-0.22714285714285715,0.005714285714285714,0.09,-0.07857142857142857,.,.,.,,2.0,1,2.0,-0.0009674681753889674,2031.609195402299,0.0004922206506364922,0.0004922206506364922,0.0005035360678925036,-0.001024045261669024,1767.5,0.0005657708628005657,0.0005657708628005657,0.0005657708628005657,-0.00039603960396039607,1963.8888888888887,0.0005091937765205093,0.0005091937765205093,0.0005035360678925035,2.263083451202263e-05,2995.762711864407,0.0003338048090523338,0.0003338048090523338,0.0003338048090523338,,,,,,-0.001074964639321075,1785.3535353535356,0.00056011315417256,0.00056011315417256,0.0005544554455445545,7.355021216407355e-05,5198.529411764706,0.00019236209335219236,0.0001867043847241867,0.00019236209335219236
1,Andries (2008),1,18,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,2,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,5,0,0,1.0,0,1,1,0,0,0,1,1,1.0,0,0,1,1,252.5,2,2,255,.,.,.,.,1,-0.26481481481481484,-0.11666666666666667,-0.4148148148148148,5,0,-0.24259259259259258,-0.10925925925925926,-0.37777777777777777,-0.2537037037037037,-0.1,-0.40370370370370373,-0.0962962962962963,0.037037037037037035,-0.22962962962962963,-0.007407407407407408,0.07592592592592592,-0.09259259259259259,.,.,.,,2.0,1,2.0,-0.0009607627429409607,1893.7500000000005,0.0005280528052805279,0.0005280528052805279,0.0005353868720205354,-0.0010047671433810047,1642.7710843373493,0.0006087275394206088,0.0006087275394206088,0.0005940594059405942,-0.00038137147048038136,1893.7500000000002,0.000528052805280528,0.000528052805280528,0.000528052805280528,-2.9336266960029337e-05,3030.0,0.00033003300330033004,0.00033003300330033004,0.00033736707004033734,,,,,,-0.001048771543821049,1704.3749999999995,0.0005867253392005869,0.0005867253392005869,0.0005940594059405939,,,,,
1,Andries (2008),1,36,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,1,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,8,4,0,0,1.0,0,1,1,0,0,0,0,1,1.0,0,0,1,1,252.5,1,1,254,0.018571428571428572,0.06571428571428571,-0.03,23,1,-0.2714285714285714,-0.13,-0.4114285714285714,5,0,-0.24428571428571427,-0.12,-0.37142857142857144,-0.25857142857142856,-0.11571428571428571,-0.4014285714285714,-0.1,0.02857142857142857,-0.22714285714285715,0.005714285714285714,0.09,-0.07857142857142857,.,.,.,,2.0,1,2.0,-0.0009674681753889674,2031.609195402299,0.0004922206506364922,0.0004922206506364922,0.0005035360678925036,-0.001024045261669024,1767.5,0.0005657708628005657,0.0005657708628005657,0.0005657708628005657,-0.00039603960396039607,1963.8888888888887,0.0005091937765205093,0.0005091937765205093,0.0005035360678925035,2.263083451202263e-05,2995.762711864407,0.0003338048090523338,0.0003338048090523338,0.0003338048090523338,,,,,,-0.001074964639321075,1785.3535353535356,0.00056011315417256,0.00056011315417256,0.0005544554455445545,7.355021216407355e-05,5198.529411764706,0.00019236209335219236,0.0001867043847241867,0.00019236209335219236
1,Andries (2008),1,36,2008,1,Andries2008,Article,Monetary policy transmission mechanism in Romania - a VAR approach,Theoretical and Applied Economics,0,0.001,0.0,0,0,0,0,1,2,12,2000,2000.1,1,2007,2007.6,6,0,1,90,Romania,28,1,0,7629.39459505,69.716895227625,6.014503883487501,15.739615384615384,2.8336585632126194,17.0398701,0.63,0.75,0.69,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,9,5,0,0,1.0,0,1,1,0,0,0,1,1,1.0,0,0,1,1,252.5,2,2,255,.,.,.,.,1,-0.26481481481481484,-0.11666666666666667,-0.4148148148148148,5,0,-0.24259259259259258,-0.10925925925925926,-0.37777777777777777,-0.2537037037037037,-0.1,-0.40370370370370373,-0.0962962962962963,0.037037037037037035,-0.22962962962962963,-0.007407407407407408,0.07592592592592592,-0.09259259259259259,.,.,.,,2.0,1,2.0,-0.0009607627429409607,1893.7500000000005,0.0005280528052805279,0.0005280528052805279,0.0005353868720205354,-0.0010047671433810047,1642.7710843373493,0.0006087275394206088,0.0006087275394206088,0.0005940594059405942,-0.00038137147048038136,1893.7500000000002,0.000528052805280528,0.000528052805280528,0.000528052805280528,-2.9336266960029337e-05,3030.0,0.00033003300330033004,0.00033003300330033004,0.00033736707004033734,,,,,,-0.001048771543821049,1704.3749999999995,0.0005867253392005869,0.0005867253392005869,0.0005940594059405939,,,,,
