growths,inlevels,who,idstudy,Author,pubyear,authoryear,idirf,location,Country,idcountry,Model,shock,brackets,scale,first_irf,last_irf,Transmission_lags,Journal,horizon,estimateraw,lowerboundraw,upperboundraw,seraw,est,LB,UB,SE_l,SE_u,monthly,quarterly,annually,panel,ts,crosssec,Start_orig,End_orig,start,end,length_y,cross_units,time_units,nobs,midyear,list_of_vars,no_vars,cpi,gdp_defl,gdp_log,gdp_gr,other_econ,ir,foreign_ir,output_gap,indprod,credit,eq_prices,consump,res_invest,ms,exchan,mci,shadow,lrir,hpi_def,real_hp,hpi_source,ir_def,regimes,lags_q,time_trend,season,season_adj,season_dum,DSGE,BVAR,FAVAR,SVAR,DVAR,VECM,LevVAR,LogVAR,cholesky,sign_rest,sign_restr_hp,sign_restr_other,srlr_restr,nonrecursive,other_ident,citations,impact,journalyn,city,housing_type,developed,comment,comment_1,comment_2,concat,ext_crisis1,ext_ir_level,ext_ir_long,ext_10bond,ext_spread,ext_floating,ext_fdi,ext_tourism,ext_income,ext_infl,ext_creditgdp,ext_populgr,ext_activepop,ext_pti_std,ext_tourism_yoy,ext_hp,ext_dwell,ext_floating_dummy,ext_permits,ext_maturity,ext_ownership,ext_hp_ltavg,ext_hp_long,ext_boom
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,1,0,25 quarters,DNB Workig Paper,1.0,-0.00117767783559772,-0.00522886811556654,0.00261364289246274,,-0.0018693298977741587,-0.008299790659629429,0.004148639511845619,0.0032152303809276353,0.0030089847048098885,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,2.0,0.00144551555252066,-0.0031489509995526,0.00582744119239917,,0.0022944691309851745,-0.004998334919924762,0.009249906654601858,0.0036464020254549684,0.0034777187618083415,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,4.0,-0.000418243895547338,-0.00341822976759518,0.00306601992041253,,-0.0006638791992814888,-0.005425761535865365,0.004866698286369095,0.0023809411682919382,0.002765288742825292,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,8.0,-0.00289382843956768,-0.00688596387953562,0.000956575384398031,,-0.004593378475504254,-0.010930101396088285,0.0015183736260286206,0.003168361460292015,0.0030558760507664374,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,12.0,-0.00534573453577904,-0.0112158703995855,-0.000538670559702371,,-0.008485292913934983,-0.017802968888230953,-0.000855032634448208,0.004658837987147985,0.0038151301397433878,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,16.0,-0.00704185170359556,-0.0144119239916174,-0.00176232075160705,,-0.01117754238665962,-0.022876069827964123,-0.0027973345263603965,0.005849263720652252,0.0041901039301496116,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,1,34-35,Belgium,25,VAR,63.0,2SE,2.0,0,1,25 quarters,DNB Workig Paper,24.0,-0.00596942711154018,-0.0150757116955897,-0.000902493583555066,,-0.009475281129428857,-0.023929701104110638,-0.0014325294977064538,0.0072272099873408905,0.004021375815861201,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,small and middle houses,,0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,Belgium19791998,0.0,8.672791299999998,4.0,9.206749999999998,0.5339587,25.462803906666668,7.030926286803897,0.59298388445976,17966.120602052873,3.690280515,96.265,0.18137113278400438,66.5718862287379,79.90179694814006,6.226899052560124,4.134444444444444,466.6049195,0.0,82.95093211006164,20.0,48.89368421052633,-0.3402888777888811,10.0,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,1,0,25 quarters,DNB Workig Paper,1.0,-0.00376502002670227,-0.0121762349799733,0.00448598130841119,,-0.006275033377837118,-0.020293724966622167,0.00747663551401865,0.007009345794392524,0.006875834445927884,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,2.0,-0.000360480640854483,-0.010173564753004,0.00877169559412548,,-0.000600801068090805,-0.016955941255006667,0.014619492656875798,0.008177570093457931,0.007610146862483302,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
0,1,DE,21,Giuliodori,2004,Giuliodori2004,2,34-35,France,31,VAR,60.0,2SE,2.0,0,0,25 quarters,DNB Workig Paper,4.0,-0.00264352469959947,-0.0133377837116154,0.00841121495327101,,-0.00440587449933245,-0.022229639519359,0.014018691588785014,0.008911882510013274,0.009212283044058732,0.0,1.0,0.0,0.0,1.0,0.0,1979.3,1998.4,1979.0,1998.0,20.0,1.0,80.0,80.0,1988.5,"CPI, real GDP, REAL HP, money market interest rate",4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,real HP,1.0,flats per sqm,,0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0,5.0,0.518,0.0,,,,,,,France19791998,2.0,9.056884149999998,4.0,9.927866300000002,0.87098215,22.911434460833334,0.9247968122235714,1.3872981620134068,12604.405677169732,5.132952794999999,120.68000000000002,0.47864915094034516,65.2460940323106,86.3031752440165,-13.064346767062446,0.9033333333333334,535.8288684,0.0,86.124673925515,15.0,48.89368421052633,0.30503746253746394,9.25,3.0
